STATUS,MW,LogP,nHAcc,nHDon,acdAcidicPka,acdBasicPka,acdLogd,acdLogp,alogp,knownDrug,molecularFormula,molecularWeight,numRo5Violations,passesRuleOfThree,preferredCompoundName,rotatableBonds,smiles,species,stdInChiKey,synonyms,activity_comment,assay_chemblid,assay_description,assay_type,bioactivity_type,name_in_reference,operator,organism,parent_cmpd_chemblid,reference,target_chemblid,target_confidence,target_name,units,value,STATUS,SMILES_desalt,pIC50,chemblId
inactive,395.333,7.29304,1,2,,2.55,4.83,4.83,7.09,No,C23H20Cl2N2,395.32,1.0,No,,4.0,Cc1ccc2c(C(Nc3ccc(Cl)cc3)c4ccccc4Cl)c(C)[nH]c2c1,NEUTRAL,GERLMOJTQDTWRN-UHFFFAOYSA-N,,Unspecified,CHEMBL3111151,Inhibition of estradiol-induced estrogen receptor-alpha (unknown origin)-mediated transcription expressed in HEK293T cells after 16 hrs by luciferase reporter gene assay,B,IC50,8,=,Homo sapiens,CHEMBL3109601,"ACS Med. Chem. Lett., (2014) 5:2:199",CHEMBL206,9,Estrogen receptor alpha,nM,26200.0,inactive,Cc1ccc2c(C(Nc3ccc(Cl)cc3)c3ccccc3Cl)c(C)[nH]c2c1,4.58169870868,CHEMBL3109601
intermediate,483.608,5.9799,5,0,,8.69,5.07,6.37,6.39,No,C31H33NO4,483.6,1.0,No,,12.0,CCOC(=O)COc1ccc(cc1Cc2ccc3ccccc3c2)c4ccc(OCCN(C)C)cc4,BASE,GYSBQOMRXKZULX-UHFFFAOYSA-N,,Unspecified,CHEMBL3110897,Competitive inhibition of ER-alpha (unknown origin) ligand binding pocket expressed in ER-negative human SKBR3 cells coexpressing ERE using estradiol as substrate,B,IC50,1j,=,Homo sapiens,CHEMBL3109240,"Bioorg. Med. Chem., (2014) 22:2:917",CHEMBL206,9,Estrogen receptor alpha,nM,3200.0,intermediate,CCOC(=O)COc1ccc(-c2ccc(OCCN(C)C)cc2)cc1Cc1ccc2ccccc2c1,5.49485002168,CHEMBL3109240
inactive,439.596,5.3587,5,0,,8.69,5.02,6.32,6.16,No,C27H37NO4,439.59,1.0,No,,12.0,CCOC(=O)COc1ccc(cc1CC2CCCCC2)c3ccc(OCCN(C)C)cc3,BASE,PBSYQOANIKTOOM-UHFFFAOYSA-N,,Unspecified,CHEMBL3110898,Mixed-type inhibition of ER-alpha (unknown origin) expressed in ER-negative human SKBR3 cells coexpressing ERE using estradiol as substrate,B,IC50,1d,=,Homo sapiens,CHEMBL3109156,"Bioorg. Med. Chem., (2014) 22:2:917",CHEMBL206,9,Estrogen receptor alpha,nM,12700.0,inactive,CCOC(=O)COc1ccc(-c2ccc(OCCN(C)C)cc2)cc1CC1CCCCC1,4.89619627904,CHEMBL3109156
intermediate,509.646,6.4937,5,0,,8.5,5.98,7.11,7.0,No,C33H35NO4,509.64,2.0,No,,13.0,CCOC(=O)COc1ccc(cc1)c2ccc(OCCN(C)C)c(Cc3ccc(cc3)c4ccccc4)c2,NEUTRAL,WKLQZGUOLPAFOT-UHFFFAOYSA-N,,Unspecified,CHEMBL3110897,Competitive inhibition of ER-alpha (unknown origin) ligand binding pocket expressed in ER-negative human SKBR3 cells coexpressing ERE using estradiol as substrate,B,IC50,1b,=,Homo sapiens,CHEMBL3109154,"Bioorg. Med. Chem., (2014) 22:2:917",CHEMBL206,9,Estrogen receptor alpha,nM,3100.0,intermediate,CCOC(=O)COc1ccc(-c2ccc(OCCN(C)C)c(Cc3ccc(-c4ccccc4)cc3)c2)cc1,5.50863830617,CHEMBL3109154
inactive,330.369,3.21265,8,2,3.05,7.39,1.21,3.32,1.82,No,C15H14N4O3S,330.36,0.0,No,,6.0,COc1ccc(cc1)c2oc(SC\C(=C(\C#N)/C(=N)C)\O)nn2,ACID,AFXRFIZEYZZCLL-CHGHBZRESA-N,,Not Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID3712531,=,Homo sapiens,CHEMBL3189442,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,30035.9,inactive,COc1ccc(-c2nnc(SCC(O)=C(C#N)C(C)=N)o2)cc1,4.52235935026,CHEMBL3189442
inactive,388.379,5.43908,7,0,,1.4,4.25,4.25,4.62,No,C22H16N2O5,388.37,0.0,No,,6.0,COc1ccc(OC)c(\C=N\c2oc(c3occc3)c(c4occc4)c2C#N)c1,NEUTRAL,VPFUWGGRSSAAIQ-ZMOGYAJESA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID857522,=,Homo sapiens,CHEMBL3189821,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,16276.25,inactive,COc1ccc(OC)c(C=Nc2oc(-c3ccco3)c(-c3ccco3)c2C#N)c1,4.78844564809,CHEMBL3189821
inactive,364.814,3.76945,8,2,3.06,7.4,-0.49,1.61,2.33,No,C15H13ClN4O3S,364.81,0.0,No,,7.0,CC(=N)\C(=C(\O)/CSc1oc(COc2ccccc2Cl)nn1)\C#N,ACID,UHTSFBMRRRMYAO-RNXQGPNMSA-N,,Not Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID3711159,=,Homo sapiens,CHEMBL3198515,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,37218.71,inactive,CC(=N)C(C#N)=C(O)CSc1nnc(COc2ccccc2Cl)o1,4.42923868359,CHEMBL3198515
inactive,373.412,3.91772,6,1,7.45,,5.59,5.75,4.13,No,C22H19N3O3,373.4,0.0,No,,2.0,CC1=Nc2ccccc2C(=O)N1\N=C\c3c(O)ccc4oc5CCCCc5c34,NEUTRAL,LPEZOVFEHBQZGJ-FSJBWODESA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID858828,=,Homo sapiens,CHEMBL3193600,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,29165.61,inactive,Cc1nc2ccccc2c(=O)n1N=Cc1c(O)ccc2oc3c(c12)CCCC3,4.53512893585,CHEMBL3193600
inactive,394.412,1.6946,9,0,,1.46,2.82,2.82,2.47,No,C19H14N4O4S,394.4,0.0,No,,5.0,COc1cc(\C=C\2/Sc3nc(nn3C2=O)c4ccncc4)ccc1OC(=O)C,NEUTRAL,AYXOMBRFCODXCT-YBEGLDIGSA-N,,Not Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID4245341,=,Homo sapiens,CHEMBL3207314,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,31657.96,inactive,COc1cc(C=c2sc3nc(-c4ccncc4)nn3c2=O)ccc1OC(C)=O,4.49951707397,CHEMBL3207314
inactive,392.221,3.5437,6,0,,3.32,2.91,2.91,2.58,No,C17H12Cl2FN5O,392.21,0.0,No,,4.0,CN(\N=C\c1cccnc1)C2=C(Cl)C(=O)N(N=C2)c3ccc(F)c(Cl)c3,NEUTRAL,UPACXSBRYIBGJM-LSFURLLWSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14737032,=,Homo sapiens,CHEMBL3214324,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,17867.63,inactive,CN(N=Cc1cccnc1)c1cnn(-c2ccc(F)c(Cl)c2)c(=O)c1Cl,4.74793304941,CHEMBL3214324
intermediate,351.841,4.8083,5,1,8.19,0.52,5.23,5.4,5.02,No,C19H18ClN5,351.83,1.0,No,,6.0,CCC\C(=N\Nc1ccc(Cl)cc1)\c2cnnc(n2)c3ccccc3,NEUTRAL,SIOLBGSBZDJHGG-ULJHMMPZSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID14728081,=,Homo sapiens,CHEMBL3212870,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,3852.88,intermediate,CCCC(=NNc1ccc(Cl)cc1)c1cnnc(-c2ccccc2)n1,5.41421451711,CHEMBL3212870
inactive,366.349,3.80545,8,2,3.04,7.38,1.49,3.6,2.64,No,C15H12F2N4O3S,366.34,0.0,No,,7.0,CC(=N)\C(=C(\O)/CSc1oc(nn1)c2ccc(OC(F)F)cc2)\C#N,ACID,DXSXAUJWIKKAHN-JRADPHPPSA-N,,Not Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID3716275,=,Homo sapiens,CHEMBL3208784,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,46575.4,inactive,CC(=N)C(C#N)=C(O)CSc1nnc(-c2ccc(OC(F)F)cc2)o1,4.3318434066,CHEMBL3208784
active,272.42,2.7006,2,2,,,,,,No,C16H20O2Si,,,No,,,CC[Si](CC)(c1ccc(O)cc1)c2ccc(O)cc2,,JNUABJRDTVGXLW-UHFFFAOYSA-N,,Unspecified,CHEMBL3242833,Antagonist activity at human Gal4-fused ER-alpha expressed in HEK293 cells assessed as inhibition of 17beta-estradiol-induced effect by luciferase reporter gene assay,B,IC50,11a,=,Homo sapiens,CHEMBL3235685,"Bioorg. Med. Chem., (2014) 22:7:2244",CHEMBL206,9,Estrogen receptor alpha,nM,115.0,active,CC[Si](CC)(c1ccc(O)cc1)c1ccc(O)cc1,6.93930215965,CHEMBL3235685
active,328.528,4.09764,2,2,,,,,,No,C20H28O2Si,,,No,,,CCC[Si](CCC)(c1ccc(O)c(C)c1)c2ccc(O)c(C)c2,,WIRHVWGXFGRIGT-UHFFFAOYSA-N,,Unspecified,CHEMBL3242833,Antagonist activity at human Gal4-fused ER-alpha expressed in HEK293 cells assessed as inhibition of 17beta-estradiol-induced effect by luciferase reporter gene assay,B,IC50,13a,=,Homo sapiens,CHEMBL3235686,"Bioorg. Med. Chem., (2014) 22:7:2244",CHEMBL206,9,Estrogen receptor alpha,nM,26.2,active,CCC[Si](CCC)(c1ccc(O)c(C)c1)c1ccc(O)c(C)c1,7.58169870868,CHEMBL3235686
inactive,298.342,2.685,5,2,8.56,5.12,2.2,2.29,2.79,No,C17H18N2O3,298.34,0.0,No,,3.0,Oc1ccc(\C=N\c2ccc(cc2)N3CCOCC3)c(O)c1,NEUTRAL,FVFRURDAEAIGGF-LDADJPATSA-N,,Not Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID7977577,=,Homo sapiens,CHEMBL3195623,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,30385.19,inactive,Oc1ccc(C=Nc2ccc(N3CCOCC3)cc2)c(O)c1,4.51733804364,CHEMBL3195623
inactive,310.744,4.07858,4,3,7.25,4.3,2.6,3.19,4.02,No,C16H11ClN4O,310.74,0.0,No,,3.0,O\C(=C(/C#N)\c1nc2ccccc2[nH]1)\Nc3ccc(Cl)cc3,NEUTRAL,SVQHEDPZMDBTSL-FOWTUZBSSA-N,,Active,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,IC50,SID862020,=,Homo sapiens,CHEMBL3196534,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,27058.62,inactive,N#CC(=C(O)Nc1ccc(Cl)cc1)c1nc2ccccc2[nH]1,4.56769435636,CHEMBL3196534
inactive,255.273,2.5758,3,2,9.72,0.65,2.14,2.14,2.22,No,C15H13NO3,255.27,0.0,No,,2.0,Oc1ccc(cc1)[C@H]2CC(=O)N2c3ccc(O)cc3,NEUTRAL,UXSMAPJCCXMMFB-CQSZACIVSA-N,,Unspecified,CHEMBL3382763,Displacement of fluorescein-labeled estrogen from human recombinant ERalpha by fluorescence polarization based competitive binding affinity assay,B,IC50,15,=,Homo sapiens,CHEMBL3360841,"J. Med. Chem., (2014) 57:22:9370",CHEMBL206,9,Estrogen receptor alpha,nM,13000.0,inactive,O=C1CC(c2ccc(O)cc2)N1c1ccc(O)cc1,4.88605664769,CHEMBL3360841
active,427.588,6.3211,3,0,,8.71,4.62,5.94,6.77,No,C29H33NO2,427.58,1.0,No,,8.0,CCOc1ccc2C(=C(CCCc2c1)c3ccccc3)c4ccc(OCCN(C)C)cc4,BASE,JWCHTSQNORXYQJ-UHFFFAOYSA-N,,Unspecified,CHEMBL3295681,Antagonist activity at ER in human MCF7:WS8 cells assessed as inhibition of estradiol-induced cell growth by measuring DNA level after 7 days by fluorescence analysis,B,IC50,"29, Z-FR4OHT",=,Homo sapiens,CHEMBL3290287,"J. Med. Chem., (2014) 57:11:4569",CHEMBL206,9,Estrogen receptor alpha,nM,3.0,active,CCOc1ccc2c(c1)CCCC(c1ccccc1)=C2c1ccc(OCCN(C)C)cc1,8.52287874528,CHEMBL3290287
active,385.507,5.2858,3,2,10.0,9.38,3.17,5.13,5.66,No,C26H27NO2,385.5,1.0,No,,6.0,CNCCOc1ccc(cc1)C2=C(CCCc3cc(O)ccc23)c4ccccc4,BASE,IMOBZLOHQXJCDZ-UHFFFAOYSA-N,,Unspecified,CHEMBL3295681,Antagonist activity at ER in human MCF7:WS8 cells assessed as inhibition of estradiol-induced cell growth by measuring DNA level after 7 days by fluorescence analysis,B,IC50,"31, Z-FREndox",=,Homo sapiens,CHEMBL3290288,"J. Med. Chem., (2014) 57:11:4569",CHEMBL206,9,Estrogen receptor alpha,nM,3.0,active,CNCCOc1ccc(C2=C(c3ccccc3)CCCc3cc(O)ccc32)cc1,8.52287874528,CHEMBL3290288
intermediate,391.555,5.1222,3,1,10.02,8.71,4.38,5.7,5.36,No,C26H33NO2,391.55,1.0,No,,6.0,CN(C)CCOc1ccc(cc1)C23CC4CC(CC(C4)(C2)c5ccc(O)cc5)C3,BASE,VBWSVGQYMGKJFG-UHFFFAOYSA-N,,Unspecified,CHEMBL3292467,Antagonist activity at estrogen receptor in human MCF7 cells assessed as inhibition of estradiol-induced cell proliferation after 5 days by WST-8 assay,B,IC50,8,=,Homo sapiens,CHEMBL3288736,"Bioorg. Med. Chem., (2014) 22:13:3508",CHEMBL206,9,Estrogen receptor alpha,nM,1060.0,intermediate,CN(C)CCOc1ccc(C23CC4CC(CC(c5ccc(O)cc5)(C4)C2)C3)cc1,5.97469413474,CHEMBL3288736
intermediate,429.447,5.17832,4,2,4.5,1.65,0.15,2.99,5.36,No,C26H20FNO4,429.44,1.0,No,,5.0,Cc1cc(F)ccc1C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(N)cc4OC2=O,ACID,OPTACVCTHGQIBJ-IZZDOVSWSA-N,,Unspecified,CHEMBL3429911,Suppression of ER alpha in human MCF7 cells after 24 hrs by immunostaining analysis,B,IC50,50,=,Homo sapiens,CHEMBL3427502,"J. Med. Chem., (2015) 58:8:3522",CHEMBL206,9,Estrogen receptor alpha,nM,1380.0,intermediate,Cc1cc(F)ccc1-c1c(Cc2ccc(C=CC(=O)O)cc2)c2ccc(N)cc2oc1=O,5.8601209136,CHEMBL3427502
active,465.502,3.8643,7,2,9.85,,2.82,2.82,3.38,No,C26H27NO7,465.5,0.0,No,,8.0,COc1ccc(cc1)[C@H]2[C@H](C(O)c3ccc(O)cc3)C(=O)N2c4cc(OC)c(OC)c(OC)c4,NEUTRAL,PAQOIRYSVUITCE-NHIDMIJISA-N,,Unspecified,CHEMBL3382763,Displacement of fluorescein-labeled estrogen from human recombinant ERalpha by fluorescence polarization based competitive binding affinity assay,B,IC50,26,=,Homo sapiens,CHEMBL3360850,"J. Med. Chem., (2014) 57:22:9370",CHEMBL206,9,Estrogen receptor alpha,nM,8.0,active,COc1ccc(C2C(C(O)c3ccc(O)cc3)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1,8.09691001301,CHEMBL3360850
active,446.909,6.8223,2,2,4.49,1.2,2.76,5.61,6.81,No,C26H20ClFN2O2,446.9,1.0,No,,6.0,CC\C(=C(\c1ccc(\C=C\C(=O)O)cc1)/c2ccc3[nH]ncc3c2)\c4ccc(F)cc4Cl,ACID,BURHGPHDEVGCEZ-KJGLQBJMSA-N,,Unspecified,CHEMBL3582785,Displacement of [3H]-E2 from estrogen receptor-alpha (unknown origin) by scintillation counting analysis,B,IC50,"11l, GDC-0810, ARN-810",=,Homo sapiens,CHEMBL3581693,"J. Med. Chem., (2015) 58:12:4888",CHEMBL206,9,Estrogen receptor alpha,nM,6.1,active,CCC(=C(c1ccc(C=CC(=O)O)cc1)c1ccc2[nH]ncc2c1)c1ccc(F)cc1Cl,8.21467016499,CHEMBL3581693
active,471.685,8.0902,3,2,10.36,9.56,6.39,8.51,8.7,No,C32H41NO2,471.67,1.0,No,,15.0,CCCCCCCCNCCOc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\c3ccc(O)cc3,BASE,VUHXTRUKOUGREM-MVJHLKBCSA-N,,Unspecified,CHEMBL3588422,Inhibition of ERalpha (unknown origin) by fluorescence polarization-based competition binding assay,B,IC50,"2, C8",=,Homo sapiens,CHEMBL3586190,"Bioorg. Med. Chem., (2015) 23:13:3091",CHEMBL206,9,Estrogen receptor alpha,nM,53.0,active,CCCCCCCCNCCOc1ccc(C(=C(CC)c2ccccc2)c2ccc(O)cc2)cc1,7.2757241304,CHEMBL3586190
active,515.738,7.8428,4,3,10.36,9.46,5.6,7.62,8.38,No,C34H45NO3,515.73,2.0,No,,18.0,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCNCCCCCCCCCCO)cc2)\c3ccccc3,BASE,LBCAKVFMMKQNKX-YHZPTAEISA-N,,Unspecified,CHEMBL3588422,Inhibition of ERalpha (unknown origin) by fluorescence polarization-based competition binding assay,B,IC50,"6, C10OH",=,Homo sapiens,CHEMBL3586194,"Bioorg. Med. Chem., (2015) 23:13:3091",CHEMBL206,9,Estrogen receptor alpha,nM,210.0,active,CCC(=C(c1ccc(O)cc1)c1ccc(OCCNCCCCCCCCCCO)cc1)c1ccccc1,6.67778070527,CHEMBL3586194
active,499.739,8.8704,3,2,10.36,9.48,7.49,9.53,9.61,No,C34H45NO2,499.73,1.0,No,,17.0,CCCCCCCCCCNCCOc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\c3ccc(O)cc3,BASE,LENRQNHPRCGFJR-YHZPTAEISA-N,,Unspecified,CHEMBL3588422,Inhibition of ERalpha (unknown origin) by fluorescence polarization-based competition binding assay,B,IC50,"3, C10",=,Homo sapiens,CHEMBL3586191,"Bioorg. Med. Chem., (2015) 23:13:3091",CHEMBL206,9,Estrogen receptor alpha,nM,3.6,active,CCCCCCCCCCNCCOc1ccc(C(=C(CC)c2ccccc2)c2ccc(O)cc2)cc1,8.44369749923,CHEMBL3586191
active,347.37,3.6333,4,2,9.72,,3.37,3.37,3.74,No,C21H17NO4,347.36,0.0,No,,4.0,Oc1ccc(cc1)[C@H]2[C@H](Oc3ccccc3)C(=O)N2c4ccc(O)cc4,NEUTRAL,NMQUVCHYVZHRSK-PMACEKPBSA-N,,Unspecified,CHEMBL3382763,Displacement of fluorescein-labeled estrogen from human recombinant ERalpha by fluorescence polarization based competitive binding affinity assay,B,IC50,21,=,Homo sapiens,CHEMBL3360845,"J. Med. Chem., (2014) 57:22:9370",CHEMBL206,9,Estrogen receptor alpha,nM,140.0,active,O=C1C(Oc2ccccc2)C(c2ccc(O)cc2)N1c1ccc(O)cc1,6.85387196432,CHEMBL3360845
active,555.847,10.4308,3,2,10.36,9.46,9.54,11.57,11.43,No,C38H53NO2,555.83,2.0,No,,21.0,CCCCCCCCCCCCCCNCCOc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\c3ccc(O)cc3,BASE,TUTUCHKAYMFGOL-DTTHWBISSA-N,,Unspecified,CHEMBL3588422,Inhibition of ERalpha (unknown origin) by fluorescence polarization-based competition binding assay,B,IC50,"4, C14",=,Homo sapiens,CHEMBL3586192,"Bioorg. Med. Chem., (2015) 23:13:3091",CHEMBL206,9,Estrogen receptor alpha,nM,11.0,active,CCCCCCCCCCCCCCNCCOc1ccc(C(=C(CC)c2ccccc2)c2ccc(O)cc2)cc1,7.95860731484,CHEMBL3586192
active,583.901,11.211,3,2,10.36,9.46,10.56,12.59,12.34,No,C40H57NO2,583.89,2.0,No,,23.0,CCCCCCCCCCCCCCCCNCCOc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\c3ccc(O)cc3,BASE,VMDKGVROYULQNK-MRNGAQBPSA-N,,Unspecified,CHEMBL3588422,Inhibition of ERalpha (unknown origin) by fluorescence polarization-based competition binding assay,B,IC50,"5, C16",=,Homo sapiens,CHEMBL3586193,"Bioorg. Med. Chem., (2015) 23:13:3091",CHEMBL206,9,Estrogen receptor alpha,nM,4.8,active,CCCCCCCCCCCCCCCCNCCOc1ccc(C(=C(CC)c2ccccc2)c2ccc(O)cc2)cc1,8.31875876262,CHEMBL3586193
active,517.729,8.82,3,2,10.36,9.46,6.99,9.01,9.32,No,C34H44FNO2,517.72,2.0,No,,18.0,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCNCCCCCCCCCCF)cc2)\c3ccccc3,BASE,IPKXDKBBLQZJOL-YHZPTAEISA-N,,Unspecified,CHEMBL3588422,Inhibition of ERalpha (unknown origin) by fluorescence polarization-based competition binding assay,B,IC50,"10, C10F",=,Homo sapiens,CHEMBL3586195,"Bioorg. Med. Chem., (2015) 23:13:3091",CHEMBL206,9,Estrogen receptor alpha,nM,3.4,active,CCC(=C(c1ccc(O)cc1)c1ccc(OCCNCCCCCCCCCCF)cc1)c1ccccc1,8.46852108296,CHEMBL3586195
active,331.371,3.9695,3,2,9.72,0.01,3.07,3.07,3.71,No,C21H17NO3,331.36,0.0,No,,3.0,Oc1ccc(cc1)[C@H]2[C@@H](C(=O)N2c3ccc(O)cc3)c4ccccc4,NEUTRAL,JHRCZSAGRUZCAI-PMACEKPBSA-N,,Unspecified,CHEMBL3382763,Displacement of fluorescein-labeled estrogen from human recombinant ERalpha by fluorescence polarization based competitive binding affinity assay,B,IC50,19,=,Homo sapiens,CHEMBL3360843,"J. Med. Chem., (2014) 57:22:9370",CHEMBL206,9,Estrogen receptor alpha,nM,230.0,active,O=C1C(c2ccccc2)C(c2ccc(O)cc2)N1c1ccc(O)cc1,6.63827216398,CHEMBL3360843
active,381.431,5.1227,3,2,9.72,,4.25,4.26,4.62,No,C25H19NO3,381.42,0.0,No,,3.0,Oc1ccc(cc1)[C@H]2[C@@H](C(=O)N2c3ccc(O)cc3)c4ccc5ccccc5c4,NEUTRAL,ZOQLGNTVHBSRPX-ZEQRLZLVSA-N,,Unspecified,CHEMBL3382763,Displacement of fluorescein-labeled estrogen from human recombinant ERalpha by fluorescence polarization based competitive binding affinity assay,B,IC50,22,=,Homo sapiens,CHEMBL3360846,"J. Med. Chem., (2014) 57:22:9370",CHEMBL206,9,Estrogen receptor alpha,nM,150.0,active,O=C1C(c2ccc3ccccc3c2)C(c2ccc(O)cc2)N1c1ccc(O)cc1,6.82390874094,CHEMBL3360846
intermediate,421.449,3.9953,6,2,9.72,,2.24,2.24,3.66,No,C24H23NO6,421.44,0.0,No,,6.0,COc1cc(cc(OC)c1OC)[C@H]2[C@@H](N(C2=O)c3ccc(O)cc3)c4ccc(O)cc4,NEUTRAL,AOQJCULCZPADGV-VXKWHMMOSA-N,,Unspecified,CHEMBL3382763,Displacement of fluorescein-labeled estrogen from human recombinant ERalpha by fluorescence polarization based competitive binding affinity assay,B,IC50,24,=,Homo sapiens,CHEMBL3360848,"J. Med. Chem., (2014) 57:22:9370",CHEMBL206,9,Estrogen receptor alpha,nM,1470.0,intermediate,COc1cc(C2C(=O)N(c3ccc(O)cc3)C2c2ccc(O)cc2)cc(OC)c1OC,5.83268266525,CHEMBL3360848
inactive,621.708,5.4092,9,3,10.13,,3.94,3.94,5.0,No,C33H35NO9S,621.7,2.0,No,,14.0,COC(=O)CCCCCCC(=O)Nc1ccc(OS(=O)(=O)C2CC3OC2C(=C3c4ccc(O)cc4)c5ccc(O)cc5)cc1,NEUTRAL,JUOYMLJPOYQJRY-UHFFFAOYSA-N,,Unspecified,CHEMBL3591305,Antagonist activity at ER-alpha (unknown origin) transfected in HEK293T cells assessed as inhibition of transcriptional activity after 24 hrs by luciferase reporter gene assay,B,IC50,20a,=,Homo sapiens,CHEMBL3589347,"J. Med. Chem., (2015) 58:11:4550",CHEMBL206,9,Estrogen receptor alpha,nM,10800.0,inactive,COC(=O)CCCCCCC(=O)Nc1ccc(OS(=O)(=O)C2CC3OC2C(c2ccc(O)cc2)=C3c2ccc(O)cc2)cc1,4.96657624451,CHEMBL3589347
active,659.679,6.634,7,3,4.77,0.9,1.97,4.57,5.96,No,C33H32F3NO8S,659.67,2.0,No,,14.0,OC(=O)CCCCCCC(=O)Nc1ccc(cc1)C2=C(C3CC(C2O3)S(=O)(=O)Oc4ccccc4C(F)(F)F)c5ccc(O)cc5,ACID,URRAWXNQIBNYAU-UHFFFAOYSA-N,,Unspecified,CHEMBL3591305,Antagonist activity at ER-alpha (unknown origin) transfected in HEK293T cells assessed as inhibition of transcriptional activity after 24 hrs by luciferase reporter gene assay,B,IC50,23o,=,Homo sapiens,CHEMBL3589365,"J. Med. Chem., (2015) 58:11:4550",CHEMBL206,9,Estrogen receptor alpha,nM,640.0,active,O=C(O)CCCCCCC(=O)Nc1ccc(C2=C(c3ccc(O)cc3)C3CC(S(=O)(=O)Oc4ccccc4C(F)(F)F)C2O3)cc1,6.19382002602,CHEMBL3589365
active,656.757,6.1892,8,4,9.48,0.9,5.26,5.26,5.31,No,C36H36N2O8S,656.74,2.0,No,,13.0,ONC(=O)CCCCCCC(=O)Nc1ccc(cc1)C2=C(C3CC(C2O3)S(=O)(=O)Oc4ccc5ccccc5c4)c6ccc(O)cc6,NEUTRAL,ALNLKXXOMGFZNP-UHFFFAOYSA-N,,Unspecified,CHEMBL3591305,Antagonist activity at ER-alpha (unknown origin) transfected in HEK293T cells assessed as inhibition of transcriptional activity after 24 hrs by luciferase reporter gene assay,B,IC50,24i,=,Homo sapiens,CHEMBL3589701,"J. Med. Chem., (2015) 58:11:4550",CHEMBL206,9,Estrogen receptor alpha,nM,160.0,active,O=C(CCCCCCC(=O)Nc1ccc(C2=C(c3ccc(O)cc3)C3CC(S(=O)(=O)Oc4ccc5ccccc5c4)C2O3)cc1)NO,6.79588001734,CHEMBL3589701
