acdAcidicPka,acdBasicPka,acdLogd,acdLogp,alogp,chemblId,knownDrug,molecularFormula,molecularWeight,numRo5Violations,passesRuleOfThree,preferredCompoundName,rotatableBonds,smiles,species,stdInChiKey,synonyms,activity_comment,assay_chemblid,assay_description,assay_type,bioactivity_type,name_in_reference,operator,organism,parent_cmpd_chemblid,reference,target_chemblid,target_confidence,target_name,units,value,STATUS,SMILES_desalt
10.06,8.67,6.12,7.41,7.67,CHEMBL3657159,No,C29H31ClN2O2,475.02,1.0,No,,7.0,Cc1c(c2ccc(Cl)cc2)n(Cc3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc15,BASE,XNGTUCXVYKSSHF-UHFFFAOYSA-N,,Unspecified,CHEMBL3705466,"BindingDB_Patents: Binding Assay. The competition assay was performed in a 96-well plate (polystyrene*) which binds <2.0% of the total input [3H]-17beta-estradiol and each data point was gathered in triplicate. 100 uG/100 uL of the receptor preparation was aliquoted per well. A saturating dose of 2.5 nM [3H]17beta-estradiol+competitor (or buffer) in a 50 uL volume was added in the preliminary competition when 100x and 500x competitor were evaluated, only 0.8 nM [3H]17beta-estradiol was used. The plate was incubated at room temperature for 2.5 h. At the end of this incubation period 150 uL of ice-cold dextran coated charcoal (5% activated charcoal coated with 0.05% 69K dextran) was added to each well and the plate was immediately centrifuged at 99 g for 5 minutes at 4 C. 200 uL of the supernatant solution was then removed for scintillation counting. Samples were counted to 2% or 10 minutes, whichever occurs first.",B,IC50,No. 125,=,Homo sapiens,CHEMBL3657159,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,110.0,active,Cc1c(-c2ccc(Cl)cc2)n(Cc2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc12
10.14,8.68,5.32,6.61,7.22,CHEMBL3657170,No,C30H34N2O3,470.6,1.0,No,,8.0,CCc1c(c2ccc(O)cc2)n(Cc3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc15,BASE,RJTYEAQEYYFOOM-UHFFFAOYSA-N,,Unspecified,CHEMBL3705466,"BindingDB_Patents: Binding Assay. The competition assay was performed in a 96-well plate (polystyrene*) which binds <2.0% of the total input [3H]-17beta-estradiol and each data point was gathered in triplicate. 100 uG/100 uL of the receptor preparation was aliquoted per well. A saturating dose of 2.5 nM [3H]17beta-estradiol+competitor (or buffer) in a 50 uL volume was added in the preliminary competition when 100x and 500x competitor were evaluated, only 0.8 nM [3H]17beta-estradiol was used. The plate was incubated at room temperature for 2.5 h. At the end of this incubation period 150 uL of ice-cold dextran coated charcoal (5% activated charcoal coated with 0.05% 69K dextran) was added to each well and the plate was immediately centrifuged at 99 g for 5 minutes at 4 C. 200 uL of the supernatant solution was then removed for scintillation counting. Samples were counted to 2% or 10 minutes, whichever occurs first.",B,IC50,No. 137,=,Homo sapiens,CHEMBL3657170,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,150.0,active,CCc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc12
10.12,9.53,4.09,6.17,6.7,CHEMBL3657181,No,C30H32N2O3,468.59,1.0,No,,7.0,Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCCN4CC5CCC4C5)cc3)c6ccc(O)cc16,BASE,SNCLWYBESLKSRY-UHFFFAOYSA-N,,Unspecified,CHEMBL3705466,"BindingDB_Patents: Binding Assay. The competition assay was performed in a 96-well plate (polystyrene*) which binds <2.0% of the total input [3H]-17beta-estradiol and each data point was gathered in triplicate. 100 uG/100 uL of the receptor preparation was aliquoted per well. A saturating dose of 2.5 nM [3H]17beta-estradiol+competitor (or buffer) in a 50 uL volume was added in the preliminary competition when 100x and 500x competitor were evaluated, only 0.8 nM [3H]17beta-estradiol was used. The plate was incubated at room temperature for 2.5 h. At the end of this incubation period 150 uL of ice-cold dextran coated charcoal (5% activated charcoal coated with 0.05% 69K dextran) was added to each well and the plate was immediately centrifuged at 99 g for 5 minutes at 4 C. 200 uL of the supernatant solution was then removed for scintillation counting. Samples were counted to 2% or 10 minutes, whichever occurs first.",B,IC50,No. 114,=,Homo sapiens,CHEMBL3657181,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,1.0,active,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CC4CCC3C4)cc2)c2ccc(O)cc12
,,3.82,3.82,3.32,CHEMBL3667040,No,C21H28O5,360.44,0.0,No,,6.0,CCCCCC(O)[C@@H]1C2CC3=C(COC(=C3)\C=C\C)C(=O)[C@]2(C)OC1=O,NEUTRAL,GNZJIIUXMNGZCY-FPOQGDMISA-N,,282654,CHEMBL3707827,"BindingDB_Patents: Inhibition Assay. To conduct the assays, the 250 uM monasuspiloin solution was further diluted with 10% DMSO to prepare 25 uM, and 5 uM monasuspiloin samples, and the final concentration of DMSO in the cell culture was 1%.The cell line used in glucocorticoid receptor (GR) assay was human A-549 cells (cultured in Ham's F12K medium (Gibco, USA), 10% FBS), the cell line used in progesterone receptor (PR) assay was human T-47D cells (cultured in RPMI 1640 medium (Gibco, USA), 10% FBS), and the cell line used in estrogen receptor (ER) assay was human MCF7 cells (cultured in MEM medium (Gibco, USA), 10% FBS). The cells in the exponential phase of growth were washed off with 1 ml of 0.05% trypsin, centrifuged and collected in a centrifuge tube. 1x107 cells were resuspended in 270 ul BES medium (5 mM BES in medium) and 8 to 10 ug of plasmid [pMMTV-SEAP plasmid was used for GR and PR (see FIG. 7), and pTA-ERE-SEAP plasmid (Clontech, USA) was used for ER (see FIG. 8)] were also added.",B,IC50,Monascuspiloin,=,Homo sapiens,CHEMBL3667040,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,16000.0,inactive,CC=CC1=CC2=C(CO1)C(=O)C1(C)OC(=O)C(C(O)CCCCC)C1C2
10.16,8.85,6.13,7.59,7.8,CHEMBL3657142,No,C32H38N2O3,498.66,1.0,No,,9.0,CCOc1ccc(cc1)c2c(C)c3cc(O)ccc3n2Cc4ccc(OCCN5CCCCCC5)cc4,BASE,WINHDAHOVHUMMK-UHFFFAOYSA-N,,Unspecified,CHEMBL3705466,"BindingDB_Patents: Binding Assay. The competition assay was performed in a 96-well plate (polystyrene*) which binds <2.0% of the total input [3H]-17beta-estradiol and each data point was gathered in triplicate. 100 uG/100 uL of the receptor preparation was aliquoted per well. A saturating dose of 2.5 nM [3H]17beta-estradiol+competitor (or buffer) in a 50 uL volume was added in the preliminary competition when 100x and 500x competitor were evaluated, only 0.8 nM [3H]17beta-estradiol was used. The plate was incubated at room temperature for 2.5 h. At the end of this incubation period 150 uL of ice-cold dextran coated charcoal (5% activated charcoal coated with 0.05% 69K dextran) was added to each well and the plate was immediately centrifuged at 99 g for 5 minutes at 4 C. 200 uL of the supernatant solution was then removed for scintillation counting. Samples were counted to 2% or 10 minutes, whichever occurs first.",B,IC50,No. 93,=,Homo sapiens,CHEMBL3657142,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,90.0,active,CCOc1ccc(-c2c(C)c3cc(O)ccc3n2Cc2ccc(OCCN3CCCCCC3)cc2)cc1
10.09,8.68,5.21,6.5,7.21,CHEMBL3657143,No,C29H31FN2O2,458.57,1.0,No,,7.0,Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCCN4CCCCC4)cc3)c5ccc(F)cc15,BASE,IPCBICMFFHDIIG-UHFFFAOYSA-N,,Unspecified,CHEMBL3705466,"BindingDB_Patents: Binding Assay. The competition assay was performed in a 96-well plate (polystyrene*) which binds <2.0% of the total input [3H]-17beta-estradiol and each data point was gathered in triplicate. 100 uG/100 uL of the receptor preparation was aliquoted per well. A saturating dose of 2.5 nM [3H]17beta-estradiol+competitor (or buffer) in a 50 uL volume was added in the preliminary competition when 100x and 500x competitor were evaluated, only 0.8 nM [3H]17beta-estradiol was used. The plate was incubated at room temperature for 2.5 h. At the end of this incubation period 150 uL of ice-cold dextran coated charcoal (5% activated charcoal coated with 0.05% 69K dextran) was added to each well and the plate was immediately centrifuged at 99 g for 5 minutes at 4 C. 200 uL of the supernatant solution was then removed for scintillation counting. Samples were counted to 2% or 10 minutes, whichever occurs first.",B,IC50,No. 94,=,Homo sapiens,CHEMBL3657143,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,200.0,active,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCC3)cc2)c2ccc(F)cc12
10.12,8.85,5.7,7.15,7.68,CHEMBL3657144,No,C31H36N2O3,484.63,1.0,No,,7.0,Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCCN4CCCCCCC4)cc3)c5ccc(O)cc15,BASE,NPZACNAERPDSGY-UHFFFAOYSA-N,,Unspecified,CHEMBL3705466,"BindingDB_Patents: Binding Assay. The competition assay was performed in a 96-well plate (polystyrene*) which binds <2.0% of the total input [3H]-17beta-estradiol and each data point was gathered in triplicate. 100 uG/100 uL of the receptor preparation was aliquoted per well. A saturating dose of 2.5 nM [3H]17beta-estradiol+competitor (or buffer) in a 50 uL volume was added in the preliminary competition when 100x and 500x competitor were evaluated, only 0.8 nM [3H]17beta-estradiol was used. The plate was incubated at room temperature for 2.5 h. At the end of this incubation period 150 uL of ice-cold dextran coated charcoal (5% activated charcoal coated with 0.05% 69K dextran) was added to each well and the plate was immediately centrifuged at 99 g for 5 minutes at 4 C. 200 uL of the supernatant solution was then removed for scintillation counting. Samples were counted to 2% or 10 minutes, whichever occurs first.",B,IC50,No. 99,=,Homo sapiens,CHEMBL3657144,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,30.0,active,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCCC3)cc2)c2ccc(O)cc12
10.12,8.85,5.35,6.8,7.59,CHEMBL3657145,No,C30H36N2O3,472.62,1.0,No,,11.0,CCCN(CCC)CCOc1ccc(Cn2c(c(C)c3cc(O)ccc23)c4ccc(O)cc4)cc1,BASE,IWOGIWNWSAFOMC-UHFFFAOYSA-N,,Unspecified,CHEMBL3705466,"BindingDB_Patents: Binding Assay. The competition assay was performed in a 96-well plate (polystyrene*) which binds <2.0% of the total input [3H]-17beta-estradiol and each data point was gathered in triplicate. 100 uG/100 uL of the receptor preparation was aliquoted per well. A saturating dose of 2.5 nM [3H]17beta-estradiol+competitor (or buffer) in a 50 uL volume was added in the preliminary competition when 100x and 500x competitor were evaluated, only 0.8 nM [3H]17beta-estradiol was used. The plate was incubated at room temperature for 2.5 h. At the end of this incubation period 150 uL of ice-cold dextran coated charcoal (5% activated charcoal coated with 0.05% 69K dextran) was added to each well and the plate was immediately centrifuged at 99 g for 5 minutes at 4 C. 200 uL of the supernatant solution was then removed for scintillation counting. Samples were counted to 2% or 10 minutes, whichever occurs first.",B,IC50,No. 102,=,Homo sapiens,CHEMBL3657145,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,80.0,active,CCCN(CCC)CCOc1ccc(Cn2c(-c3ccc(O)cc3)c(C)c3cc(O)ccc32)cc1
10.12,8.85,6.37,7.82,8.5,CHEMBL3657146,No,C32H40N2O3,500.67,2.0,No,,13.0,CCCCN(CCCC)CCOc1ccc(Cn2c(c(C)c3cc(O)ccc23)c4ccc(O)cc4)cc1,BASE,QICKWGKIIULNMB-UHFFFAOYSA-N,,Unspecified,CHEMBL3705466,"BindingDB_Patents: Binding Assay. The competition assay was performed in a 96-well plate (polystyrene*) which binds <2.0% of the total input [3H]-17beta-estradiol and each data point was gathered in triplicate. 100 uG/100 uL of the receptor preparation was aliquoted per well. A saturating dose of 2.5 nM [3H]17beta-estradiol+competitor (or buffer) in a 50 uL volume was added in the preliminary competition when 100x and 500x competitor were evaluated, only 0.8 nM [3H]17beta-estradiol was used. The plate was incubated at room temperature for 2.5 h. At the end of this incubation period 150 uL of ice-cold dextran coated charcoal (5% activated charcoal coated with 0.05% 69K dextran) was added to each well and the plate was immediately centrifuged at 99 g for 5 minutes at 4 C. 200 uL of the supernatant solution was then removed for scintillation counting. Samples were counted to 2% or 10 minutes, whichever occurs first.",B,IC50,No. 103,=,Homo sapiens,CHEMBL3657146,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,200.0,active,CCCCN(CCCC)CCOc1ccc(Cn2c(-c3ccc(O)cc3)c(C)c3cc(O)ccc32)cc1
8.78,8.85,4.27,5.73,6.61,CHEMBL3657172,No,C30H31N3O3,481.59,1.0,No,,7.0,Oc1ccc(cc1)c2c(C#N)c3cc(O)ccc3n2Cc4ccc(OCCN5CCCCCC5)cc4,BASE,GFHFHPMSJFSCAG-UHFFFAOYSA-N,,Unspecified,CHEMBL3705466,"BindingDB_Patents: Binding Assay. The competition assay was performed in a 96-well plate (polystyrene*) which binds <2.0% of the total input [3H]-17beta-estradiol and each data point was gathered in triplicate. 100 uG/100 uL of the receptor preparation was aliquoted per well. A saturating dose of 2.5 nM [3H]17beta-estradiol+competitor (or buffer) in a 50 uL volume was added in the preliminary competition when 100x and 500x competitor were evaluated, only 0.8 nM [3H]17beta-estradiol was used. The plate was incubated at room temperature for 2.5 h. At the end of this incubation period 150 uL of ice-cold dextran coated charcoal (5% activated charcoal coated with 0.05% 69K dextran) was added to each well and the plate was immediately centrifuged at 99 g for 5 minutes at 4 C. 200 uL of the supernatant solution was then removed for scintillation counting. Samples were counted to 2% or 10 minutes, whichever occurs first.",B,IC50,No. 139,=,Homo sapiens,CHEMBL3657172,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,23.0,active,N#Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12
10.13,9.69,3.7,5.93,6.83,CHEMBL3657173,No,C30H34N2O3,470.6,1.0,No,,8.0,Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCCCN4CCCCC4)cc3)c5ccc(O)cc15,BASE,CSGBJDAQZKIPGE-UHFFFAOYSA-N,,Unspecified,CHEMBL3705466,"BindingDB_Patents: Binding Assay. The competition assay was performed in a 96-well plate (polystyrene*) which binds <2.0% of the total input [3H]-17beta-estradiol and each data point was gathered in triplicate. 100 uG/100 uL of the receptor preparation was aliquoted per well. A saturating dose of 2.5 nM [3H]17beta-estradiol+competitor (or buffer) in a 50 uL volume was added in the preliminary competition when 100x and 500x competitor were evaluated, only 0.8 nM [3H]17beta-estradiol was used. The plate was incubated at room temperature for 2.5 h. At the end of this incubation period 150 uL of ice-cold dextran coated charcoal (5% activated charcoal coated with 0.05% 69K dextran) was added to each well and the plate was immediately centrifuged at 99 g for 5 minutes at 4 C. 200 uL of the supernatant solution was then removed for scintillation counting. Samples were counted to 2% or 10 minutes, whichever occurs first.",B,IC50,No. 166,=,Homo sapiens,CHEMBL3657173,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,99.0,active,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCCN3CCCCC3)cc2)c2ccc(O)cc12
10.1,8.67,4.51,5.8,6.75,CHEMBL3657174,No,C30H34N2O4,486.6,1.0,No,,8.0,COc1cc(Cn2c(c(C)c3cc(O)ccc23)c4ccc(O)cc4)ccc1OCCN5CCCCC5,BASE,BJBPHCBRZFMJDW-UHFFFAOYSA-N,,Unspecified,CHEMBL3705466,"BindingDB_Patents: Binding Assay. The competition assay was performed in a 96-well plate (polystyrene*) which binds <2.0% of the total input [3H]-17beta-estradiol and each data point was gathered in triplicate. 100 uG/100 uL of the receptor preparation was aliquoted per well. A saturating dose of 2.5 nM [3H]17beta-estradiol+competitor (or buffer) in a 50 uL volume was added in the preliminary competition when 100x and 500x competitor were evaluated, only 0.8 nM [3H]17beta-estradiol was used. The plate was incubated at room temperature for 2.5 h. At the end of this incubation period 150 uL of ice-cold dextran coated charcoal (5% activated charcoal coated with 0.05% 69K dextran) was added to each well and the plate was immediately centrifuged at 99 g for 5 minutes at 4 C. 200 uL of the supernatant solution was then removed for scintillation counting. Samples were counted to 2% or 10 minutes, whichever occurs first.",B,IC50,No. 167,=,Homo sapiens,CHEMBL3657174,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,80.0,active,COc1cc(Cn2c(-c3ccc(O)cc3)c(C)c3cc(O)ccc32)ccc1OCCN1CCCCC1
10.1,8.85,4.87,6.32,7.2,CHEMBL3657175,No,C31H36N2O4,500.63,2.0,No,,8.0,COc1cc(Cn2c(c(C)c3cc(O)ccc23)c4ccc(O)cc4)ccc1OCCN5CCCCCC5,BASE,DNWWBBQJWGPFNQ-UHFFFAOYSA-N,,Unspecified,CHEMBL3705466,"BindingDB_Patents: Binding Assay. The competition assay was performed in a 96-well plate (polystyrene*) which binds <2.0% of the total input [3H]-17beta-estradiol and each data point was gathered in triplicate. 100 uG/100 uL of the receptor preparation was aliquoted per well. A saturating dose of 2.5 nM [3H]17beta-estradiol+competitor (or buffer) in a 50 uL volume was added in the preliminary competition when 100x and 500x competitor were evaluated, only 0.8 nM [3H]17beta-estradiol was used. The plate was incubated at room temperature for 2.5 h. At the end of this incubation period 150 uL of ice-cold dextran coated charcoal (5% activated charcoal coated with 0.05% 69K dextran) was added to each well and the plate was immediately centrifuged at 99 g for 5 minutes at 4 C. 200 uL of the supernatant solution was then removed for scintillation counting. Samples were counted to 2% or 10 minutes, whichever occurs first.",B,IC50,No. 168,=,Homo sapiens,CHEMBL3657175,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,57.0,active,COc1cc(Cn2c(-c3ccc(O)cc3)c(C)c3cc(O)ccc32)ccc1OCCN1CCCCCC1
10.12,9.84,4.14,6.49,7.3,CHEMBL3657147,No,C30H36N2O3,472.62,1.0,No,,9.0,CC(C)N(CCOc1ccc(Cn2c(c(C)c3cc(O)ccc23)c4ccc(O)cc4)cc1)C(C)C,BASE,JJGBHIULHLZNIW-UHFFFAOYSA-N,,Unspecified,CHEMBL3705466,"BindingDB_Patents: Binding Assay. The competition assay was performed in a 96-well plate (polystyrene*) which binds <2.0% of the total input [3H]-17beta-estradiol and each data point was gathered in triplicate. 100 uG/100 uL of the receptor preparation was aliquoted per well. A saturating dose of 2.5 nM [3H]17beta-estradiol+competitor (or buffer) in a 50 uL volume was added in the preliminary competition when 100x and 500x competitor were evaluated, only 0.8 nM [3H]17beta-estradiol was used. The plate was incubated at room temperature for 2.5 h. At the end of this incubation period 150 uL of ice-cold dextran coated charcoal (5% activated charcoal coated with 0.05% 69K dextran) was added to each well and the plate was immediately centrifuged at 99 g for 5 minutes at 4 C. 200 uL of the supernatant solution was then removed for scintillation counting. Samples were counted to 2% or 10 minutes, whichever occurs first.",B,IC50,No. 104,=,Homo sapiens,CHEMBL3657147,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,100.0,active,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN(C(C)C)C(C)C)cc2)c2ccc(O)cc12
10.09,8.85,5.75,7.2,7.67,CHEMBL3657154,No,C30H33FN2O2,472.59,1.0,No,,7.0,Cc1c(c2ccc(F)cc2)n(Cc3ccc(OCCN4CCCCCC4)cc3)c5ccc(O)cc15,BASE,QMMNMFWQZAALAO-UHFFFAOYSA-N,,Unspecified,CHEMBL3705466,"BindingDB_Patents: Binding Assay. The competition assay was performed in a 96-well plate (polystyrene*) which binds <2.0% of the total input [3H]-17beta-estradiol and each data point was gathered in triplicate. 100 uG/100 uL of the receptor preparation was aliquoted per well. A saturating dose of 2.5 nM [3H]17beta-estradiol+competitor (or buffer) in a 50 uL volume was added in the preliminary competition when 100x and 500x competitor were evaluated, only 0.8 nM [3H]17beta-estradiol was used. The plate was incubated at room temperature for 2.5 h. At the end of this incubation period 150 uL of ice-cold dextran coated charcoal (5% activated charcoal coated with 0.05% 69K dextran) was added to each well and the plate was immediately centrifuged at 99 g for 5 minutes at 4 C. 200 uL of the supernatant solution was then removed for scintillation counting. Samples were counted to 2% or 10 minutes, whichever occurs first.",B,IC50,No. 117,=,Homo sapiens,CHEMBL3657154,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,100.0,active,Cc1c(-c2ccc(F)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12
10.09,8.67,5.38,6.67,7.21,CHEMBL3657155,No,C29H31FN2O2,458.57,1.0,No,,7.0,Cc1c(c2ccc(F)cc2)n(Cc3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc15,BASE,SAGDOTDHTDEEJO-UHFFFAOYSA-N,,Unspecified,CHEMBL3705466,"BindingDB_Patents: Binding Assay. The competition assay was performed in a 96-well plate (polystyrene*) which binds <2.0% of the total input [3H]-17beta-estradiol and each data point was gathered in triplicate. 100 uG/100 uL of the receptor preparation was aliquoted per well. A saturating dose of 2.5 nM [3H]17beta-estradiol+competitor (or buffer) in a 50 uL volume was added in the preliminary competition when 100x and 500x competitor were evaluated, only 0.8 nM [3H]17beta-estradiol was used. The plate was incubated at room temperature for 2.5 h. At the end of this incubation period 150 uL of ice-cold dextran coated charcoal (5% activated charcoal coated with 0.05% 69K dextran) was added to each well and the plate was immediately centrifuged at 99 g for 5 minutes at 4 C. 200 uL of the supernatant solution was then removed for scintillation counting. Samples were counted to 2% or 10 minutes, whichever occurs first.",B,IC50,No. 116,=,Homo sapiens,CHEMBL3657155,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,40.0,active,Cc1c(-c2ccc(F)cc2)n(Cc2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc12
10.12,8.98,5.06,6.64,7.14,CHEMBL3657149,No,C30H34N2O3,470.6,1.0,No,,7.0,CC1CCCCN1CCOc2ccc(Cn3c(c(C)c4cc(O)ccc34)c5ccc(O)cc5)cc2,BASE,QFOMEAKDJGTPOK-UHFFFAOYSA-N,,Unspecified,CHEMBL3705466,"BindingDB_Patents: Binding Assay. The competition assay was performed in a 96-well plate (polystyrene*) which binds <2.0% of the total input [3H]-17beta-estradiol and each data point was gathered in triplicate. 100 uG/100 uL of the receptor preparation was aliquoted per well. A saturating dose of 2.5 nM [3H]17beta-estradiol+competitor (or buffer) in a 50 uL volume was added in the preliminary competition when 100x and 500x competitor were evaluated, only 0.8 nM [3H]17beta-estradiol was used. The plate was incubated at room temperature for 2.5 h. At the end of this incubation period 150 uL of ice-cold dextran coated charcoal (5% activated charcoal coated with 0.05% 69K dextran) was added to each well and the plate was immediately centrifuged at 99 g for 5 minutes at 4 C. 200 uL of the supernatant solution was then removed for scintillation counting. Samples were counted to 2% or 10 minutes, whichever occurs first.",B,IC50,No. 108,=,Homo sapiens,CHEMBL3657149,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,20.0,active,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCC3C)cc2)c2ccc(O)cc12
10.12,8.71,5.31,6.64,7.08,CHEMBL3657150,No,C30H34N2O3,470.6,1.0,No,,7.0,CC1CCCN(CCOc2ccc(Cn3c(c(C)c4cc(O)ccc34)c5ccc(O)cc5)cc2)C1,BASE,HVJUNBINGYMAHO-UHFFFAOYSA-N,,Unspecified,CHEMBL3705466,"BindingDB_Patents: Binding Assay. The competition assay was performed in a 96-well plate (polystyrene*) which binds <2.0% of the total input [3H]-17beta-estradiol and each data point was gathered in triplicate. 100 uG/100 uL of the receptor preparation was aliquoted per well. A saturating dose of 2.5 nM [3H]17beta-estradiol+competitor (or buffer) in a 50 uL volume was added in the preliminary competition when 100x and 500x competitor were evaluated, only 0.8 nM [3H]17beta-estradiol was used. The plate was incubated at room temperature for 2.5 h. At the end of this incubation period 150 uL of ice-cold dextran coated charcoal (5% activated charcoal coated with 0.05% 69K dextran) was added to each well and the plate was immediately centrifuged at 99 g for 5 minutes at 4 C. 200 uL of the supernatant solution was then removed for scintillation counting. Samples were counted to 2% or 10 minutes, whichever occurs first.",B,IC50,No. 109,=,Homo sapiens,CHEMBL3657150,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,170.0,active,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCC(C)C3)cc2)c2ccc(O)cc12
10.19,8.85,6.49,7.94,8.17,CHEMBL3657156,No,C33H40N2O3,512.68,2.0,No,,9.0,CC(C)Oc1ccc(cc1)c2c(C)c3cc(O)ccc3n2Cc4ccc(OCCN5CCCCCC5)cc4,BASE,UQPALZQYZZFISS-UHFFFAOYSA-N,,Unspecified,CHEMBL3705466,"BindingDB_Patents: Binding Assay. The competition assay was performed in a 96-well plate (polystyrene*) which binds <2.0% of the total input [3H]-17beta-estradiol and each data point was gathered in triplicate. 100 uG/100 uL of the receptor preparation was aliquoted per well. A saturating dose of 2.5 nM [3H]17beta-estradiol+competitor (or buffer) in a 50 uL volume was added in the preliminary competition when 100x and 500x competitor were evaluated, only 0.8 nM [3H]17beta-estradiol was used. The plate was incubated at room temperature for 2.5 h. At the end of this incubation period 150 uL of ice-cold dextran coated charcoal (5% activated charcoal coated with 0.05% 69K dextran) was added to each well and the plate was immediately centrifuged at 99 g for 5 minutes at 4 C. 200 uL of the supernatant solution was then removed for scintillation counting. Samples were counted to 2% or 10 minutes, whichever occurs first.",B,IC50,No. 121,=,Homo sapiens,CHEMBL3657156,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,80.0,active,Cc1c(-c2ccc(OC(C)C)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12
10.02,8.67,5.36,6.65,7.95,CHEMBL3657157,No,C30H31F3N2O2,508.57,2.0,No,,8.0,Cc1c(c2ccc(cc2)C(F)(F)F)n(Cc3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc15,BASE,VGEMBQMSELNKPV-UHFFFAOYSA-N,,Unspecified,CHEMBL3705466,"BindingDB_Patents: Binding Assay. The competition assay was performed in a 96-well plate (polystyrene*) which binds <2.0% of the total input [3H]-17beta-estradiol and each data point was gathered in triplicate. 100 uG/100 uL of the receptor preparation was aliquoted per well. A saturating dose of 2.5 nM [3H]17beta-estradiol+competitor (or buffer) in a 50 uL volume was added in the preliminary competition when 100x and 500x competitor were evaluated, only 0.8 nM [3H]17beta-estradiol was used. The plate was incubated at room temperature for 2.5 h. At the end of this incubation period 150 uL of ice-cold dextran coated charcoal (5% activated charcoal coated with 0.05% 69K dextran) was added to each well and the plate was immediately centrifuged at 99 g for 5 minutes at 4 C. 200 uL of the supernatant solution was then removed for scintillation counting. Samples were counted to 2% or 10 minutes, whichever occurs first.",B,IC50,No. 123,=,Homo sapiens,CHEMBL3657157,Unspecified,CHEMBL206,9,Estrogen receptor alpha,nM,170.0,active,Cc1c(-c2ccc(C(F)(F)F)cc2)n(Cc2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc12
